"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0050821","GO:0050821","protein stabilization","3/102","14/6436",0.214285714285714,13.5210084033613,5.95118575596171,0.00123908786226155,0.0201971321548632,0.0179015588521471,"851845/850963/855836",3
"GO:0009064","GO:0009064","glutamine family amino acid metabolic process","5/102","58/6436",0.0862068965517241,5.4394861392833,4.30962791579469,0.00213405262519944,0.0337688499917574,0.0299307372384159,"851158/850833/855993/855291/856432",5
"GO:0071806","GO:0071806","protein transmembrane transport","6/102","85/6436",0.0705882352941176,4.45397923875433,4.06764891497328,0.00217529401787394,0.0337688499917574,0.0299307372384159,"850963/852203/853418/856840/854852/851259",6
"GO:0071852","GO:0071852","fungal-type cell wall organization or biogenesis","10/102","226/6436",0.0442477876106195,2.79194863786222,3.47992039148642,0.00293870633345305,0.0429688183798713,0.0380850521319815,"851649/854173/854174/854383/852920/853615/853418/853766/856425/850524",10
"GO:0055085","GO:0055085","transmembrane transport","16/102","475/6436",0.0336842105263158,2.12540763673891,3.23394354181902,0.00303653918522777,0.0429688183798713,0.0380850521319815,"854483/852637/850674/850673/850665/850963/850938/852599/852203/855451/853418/853659/856840/856345/854852/851259",16
"GO:0006749","GO:0006749","glutathione metabolic process","3/102","19/6436",0.157894736842105,9.96284829721362,4.9646902587195,0.00311412607075533,0.0429688183798713,0.0380850521319815,"850666/854856/850605",3
"GO:0016053","GO:0016053","organic acid biosynthetic process","9/102","191/6436",0.0471204188481675,2.97320603634124,3.51283886977644,0.00313502029875878,0.0429688183798713,0.0380850521319815,"851346/854556/851158/855786/853613/856814/856432/856539/854852",9
"GO:0046394","GO:0046394","carboxylic acid biosynthetic process","9/102","191/6436",0.0471204188481675,2.97320603634124,3.51283886977644,0.00313502029875878,0.0429688183798713,0.0380850521319815,"851346/854556/851158/855786/853613/856814/856432/856539/854852",9
"GO:0170041","GO:0170041","non-proteinogenic amino acid metabolic process","4/102","39/6436",0.102564102564103,6.47159376571141,4.34903903973175,0.00319528617078128,0.0429688183798713,0.0380850521319815,"852902/851158/855993/856539",4
"GO:0009628","GO:0009628","response to abiotic stimulus","7/102","123/6436",0.0569105691056911,3.59094532121792,3.68152912737066,0.00323070679820956,0.0429688183798713,0.0380850521319815,"851564/851845/851751/854174/850633/855836/856425",7
"GO:0009066","GO:0009066","aspartate family amino acid metabolic process","5/102","64/6436",0.078125,4.92953431372549,4.00893044139564,0.00329515478373246,0.0429688183798713,0.0380850521319815,"851346/855786/853613/856539/854852",5
"GO:0006508","GO:0006508","proteolysis","14/102","395/6436",0.0354430379746835,2.23638620004964,3.21835250852309,0.00356021148285265,0.0455148605258809,0.0403417152546151,"852628/850620/856098/855949/852467/852203/853418/853670/856649/856422/856443/850301/850605/851259",14
"GO:0009408","GO:0009408","response to heat","4/102","41/6436",0.0975609756097561,6.155906264945,4.20254138753111,0.00384020766675389,0.0472417999759157,0.0418723735659957,"851845/851751/850633/855836",4
"GO:0045047","GO:0045047","protein targeting to ER","4/102","41/6436",0.0975609756097561,6.155906264945,4.20254138753111,0.00384020766675389,0.0472417999759157,0.0418723735659957,"852203/853418/856840/851259",4
"GO:0030163","GO:0030163","protein catabolic process","11/102","276/6436",0.0398550724637681,2.51477692526286,3.26398532727531,0.00409183918582079,0.0494051694287992,0.0437898579535207,"852628/850620/856098/855949/852467/852203/853418/853670/856649/856422/851259",11
"GO:0031647","GO:0031647","regulation of protein stability","3/102","21/6436",0.142857142857143,9.01400560224089,4.66762858337516,0.00417727624217178,0.0495197110890182,0.0438913809943025,"851845/850963/855836",3
