"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0009653","GO:0009653","anatomical structure morphogenesis","15/203","200/6436",0.075,2.37783251231527,3.57216987931747,0.00154068952144356,0.0339346743312825,0.0277365697922498,"852011/853988/854349/854490/850743/855901/855973/854936/852328/852552/852445/853413/856405/856364/850451",15
"GO:0048856","GO:0048856","anatomical structure development","15/203","200/6436",0.075,2.37783251231527,3.57216987931747,0.00154068952144356,0.0339346743312825,0.0277365697922498,"852011/853988/854349/854490/850743/855901/855973/854936/852328/852552/852445/853413/856405/856364/850451",15
"GO:0032787","GO:0032787","monocarboxylic acid metabolic process","13/203","166/6436",0.0783132530120482,2.48287732209627,3.49300516828713,0.00214834696850353,0.0442195260807199,0.036142912684076,"851620/854105/854205/854525/852825/850933/852519/852179/853482/853243/853810/853839/856804",13
"GO:0170034","GO:0170034","L-amino acid biosynthetic process","9/203","91/6436",0.0989010989010989,3.13560331294321,3.70253523350019,0.00216207228799795,0.0442195260807199,0.036142912684076,"854090/854411/854096/852691/851010/855084/853357/856800/856428",9
"GO:0170038","GO:0170038","proteinogenic amino acid biosynthetic process","9/203","91/6436",0.0989010989010989,3.13560331294321,3.70253523350019,0.00216207228799795,0.0442195260807199,0.036142912684076,"854090/854411/854096/852691/851010/855084/853357/856800/856428",9
"GO:0030435","GO:0030435","sporulation resulting in formation of a cellular spore","13/203","167/6436",0.0778443113772455,2.46800979322144,3.4686604189266,0.00226624148277232,0.0442432144023051,0.0361622743782091,"852011/853988/854349/854490/850743/855901/855973/854936/852552/852445/853413/856405/856364",13
"GO:0048646","GO:0048646","anatomical structure formation involved in morphogenesis","13/203","167/6436",0.0778443113772455,2.46800979322144,3.4686604189266,0.00226624148277232,0.0442432144023051,0.0361622743782091,"852011/853988/854349/854490/850743/855901/855973/854936/852552/852445/853413/856405/856364",13
"GO:0072527","GO:0072527","pyrimidine-containing compound metabolic process","6/203","45/6436",0.133333333333333,4.22725779967159,3.92038968935036,0.00266760048651563,0.0474564191228805,0.0387885932908049,"853047/851139/852542/853844/853664/850485",6
"GO:0043934","GO:0043934","sporulation","13/203","171/6436",0.0760233918128655,2.41027856998819,3.37299855595843,0.00279237530659408,0.0474564191228805,0.0387885932908049,"852011/853988/854349/854490/850743/855901/855973/854936/852552/852445/853413/856405/856364",13
"GO:0032502","GO:0032502","developmental process","16/203","234/6436",0.0683760683760684,2.1678245126521,3.28392602706154,0.00280775815958689,0.0474564191228805,0.0387885932908049,"851371/852011/853988/854349/854490/850743/855901/855973/854936/852328/852552/852445/853413/856405/856364/850451",16
"GO:0005975","GO:0005975","carbohydrate metabolic process","17/203","256/6436",0.06640625,2.10537253694581,3.2569279152796,0.00283630167786799,0.0474564191228805,0.0387885932908049,"851620/851511/853988/854008/854525/853994/852856/852663/851068/850759/850992/855900/852519/852442/855808/855659/853356",17
"GO:0003006","GO:0003006","developmental process involved in reproduction","12/203","152/6436",0.0789473684210526,2.50298159191081,3.38400579765817,0.002955276997691,0.0474564191228805,0.0387885932908049,"851371/852011/853988/854349/854490/850743/855973/854936/852328/852445/853413/850451",12
"GO:0000750","GO:0000750","pheromone-dependent signal transduction involved in conjugation with cellular fusion","5/203","32/6436",0.15625,4.95381773399015,4.04612880160497,0.00298806343628038,0.0474564191228805,0.0387885932908049,"852791/855914/853677/856861/850518",5
"GO:0031139","GO:0031139","positive regulation of conjugation with cellular fusion","5/203","32/6436",0.15625,4.95381773399015,4.04612880160497,0.00298806343628038,0.0474564191228805,0.0387885932908049,"852791/855914/853677/856861/850518",5
"GO:0032005","GO:0032005","signal transduction involved in positive regulation of conjugation with cellular fusion","5/203","32/6436",0.15625,4.95381773399015,4.04612880160497,0.00298806343628038,0.0474564191228805,0.0387885932908049,"852791/855914/853677/856861/850518",5
"GO:0000920","GO:0000920","septum digestion after cytokinesis","4/203","20/6436",0.2,6.34088669950739,4.31687940346837,0.00312912259953951,0.0474564191228805,0.0387885932908049,"850992/855389/856861/856546",4
"GO:0032120","GO:0032120","ascospore-type prospore membrane formation","4/203","20/6436",0.2,6.34088669950739,4.31687940346837,0.00312912259953951,0.0474564191228805,0.0387885932908049,"854349/855973/854936/852445",4
"GO:0070193","GO:0070193","synaptonemal complex organization","4/203","20/6436",0.2,6.34088669950739,4.31687940346837,0.00312912259953951,0.0474564191228805,0.0387885932908049,"4036073/852057/856115/856364",4
"GO:0006569","GO:0006569","tryptophan catabolic process","3/203","10/6436",0.3,9.51133004926108,4.8607222144765,0.00314902897555785,0.0474564191228805,0.0387885932908049,"850933/852179/853482",3
"GO:0042436","GO:0042436","indole-containing compound catabolic process","3/203","10/6436",0.3,9.51133004926108,4.8607222144765,0.00314902897555785,0.0474564191228805,0.0387885932908049,"850933/852179/853482",3
"GO:0034308","GO:0034308","primary alcohol metabolic process","5/203","33/6436",0.151515151515152,4.80370204508136,3.95316953858081,0.0034329497250666,0.0499814205734273,0.0408524079682324,"853047/852442/852542/856804/850485",5
"GO:0046364","GO:0046364","monosaccharide biosynthetic process","5/203","33/6436",0.151515151515152,4.80370204508136,3.95316953858081,0.0034329497250666,0.0499814205734273,0.0408524079682324,"851620/853994/850759/852519/853356",5
